"latitude";"longitude";"unixtime";"file_name"
39.98648;116.45087;2008-02-02 13:30:49.000;"2669"
39.90305;116.40048;2008-02-02 13:30:50.000;"3579"
39.97028;116.46037;2008-02-02 13:30:50.000;"2487"
39.90484;116.36838;2008-02-02 13:30:50.000;"6275"
39.91177;116.40262;2008-02-02 13:30:50.000;"8001"
39.98698;116.29346;2008-02-02 13:30:50.000;"5075"
39.9751;116.32939;2008-02-02 13:30:50.000;"7146"
39.9629;116.44212;2008-02-02 13:30:50.000;"6274"
39.83305;116.44063;2008-02-02 13:30:50.000;"6899"
39.90298;116.40048;2008-02-02 13:30:51.000;"3579"
39.90484;116.36838;2008-02-02 13:30:51.000;"6275"
39.89172;116.41009;2008-02-02 13:30:51.000;"3015"
39.97608;116.42477;2008-02-02 13:30:51.000;"6358"
39.88827;116.33153;2008-02-02 13:30:51.000;"6665"
39.95873;116.45998;2008-02-02 13:30:51.000;"7630"
39.89802;116.47157;2008-02-02 13:30:51.000;"2560"
39.97242;116.34215;2008-02-02 13:30:52.000;"1557"
39.9029;116.40048;2008-02-02 13:30:52.000;"3579"
39.89173;116.41009;2008-02-02 13:30:52.000;"3015"
39.89919;116.35029;2008-02-02 13:30:52.000;"4798"
39.93562;116.35807;2008-02-02 13:30:52.000;"4418"
39.94415;116.30357;2008-02-02 13:30:52.000;"5360"
39.9674;116.3958;2008-02-02 13:30:52.000;"1776"
39.83307;116.44053;2008-02-02 13:30:53.000;"6899"
39.90282;116.40047;2008-02-02 13:30:53.000;"3579"
39.90729;116.45348;2008-02-02 13:30:53.000;"366"
39.89173;116.41008;2008-02-02 13:30:53.000;"3015"
39.90823;116.45556;2008-02-02 13:30:53.000;"5860"
39.9748;116.3299;2008-02-02 13:30:53.000;"6810"
39.9109;116.31494;2008-02-02 13:30:53.000;"8554"
39.84353;116.39439;2008-02-02 13:30:53.000;"8717"
39.90638;116.31518;2008-02-02 13:30:53.000;"2240"
39.90272;116.40048;2008-02-02 13:30:54.000;"3579"
39.90484;116.36838;2008-02-02 13:30:54.000;"6275"
39.88371;116.29443;2008-02-02 13:30:54.000;"950"
39.98036;116.35279;2008-02-02 13:30:54.000;"6211"
39.89003;116.31996;2008-02-02 13:30:54.000;"8662"
39.98665;116.4508;2008-02-02 13:30:54.000;"2669"
39.89454;116.31412;2008-02-02 13:30:54.000;"1277"
39.8697;116.45828;2008-02-02 13:30:54.000;"1131"
39.97232;116.34218;2008-02-02 13:30:55.000;"1557"
39.90264;116.40048;2008-02-02 13:30:55.000;"3579"
39.95873;116.45998;2008-02-02 13:30:55.000;"7630"
39.98637;116.29353;2008-02-02 13:30:55.000;"5075"
39.89692;116.2961;2008-02-02 13:30:55.000;"8863"
39.90572;116.3514;2008-02-02 13:30:56.000;"1389"
39.90256;116.40047;2008-02-02 13:30:56.000;"3579"
39.96983;116.46038;2008-02-02 13:30:56.000;"2487"
39.90484;116.36838;2008-02-02 13:30:56.000;"6275"
39.95708;116.28627;2008-02-02 13:30:56.000;"3799"
39.88827;116.33153;2008-02-02 13:30:56.000;"6665"
39.97477;116.33003;2008-02-02 13:30:56.000;"6810"
39.91187;116.4028;2008-02-02 13:30:56.000;"8001"
39.89802;116.47157;2008-02-02 13:30:56.000;"2560"
39.9064;116.31538;2008-02-02 13:30:56.000;"2240"
39.90248;116.40048;2008-02-02 13:30:57.000;"3579"
39.90484;116.36838;2008-02-02 13:30:57.000;"6275"
39.84353;116.39439;2008-02-02 13:30:57.000;"8717"
39.89871;116.35027;2008-02-02 13:30:57.000;"4798"
39.9605;116.32872;2008-02-02 13:30:57.000;"3106"
39.98807;116.47227;2008-02-02 13:30:57.000;"7376"
39.9368;116.35765;2008-02-02 13:30:58.000;"4418"
39.85773;116.43345;2008-02-02 13:30:58.000;"6286"
39.84187;116.33935;2008-02-02 13:30:58.000;"8689"
39.89712;116.29612;2008-02-02 13:30:58.000;"8863"
39.95575;116.31553;2008-02-02 13:30:58.000;"8846"
39.90095;116.40135;2008-02-02 13:30:58.000;"5332"
39.9683;116.42963;2008-02-02 13:30:58.000;"10149"
39.97218;116.34223;2008-02-02 13:30:58.000;"1557"
39.90239;116.40049;2008-02-02 13:30:58.000;"3579"
39.90484;116.36838;2008-02-02 13:30:58.000;"6275"
39.90823;116.45556;2008-02-02 13:30:58.000;"5860"
39.90725;116.45334;2008-02-02 13:30:58.000;"366"
39.9113;116.31494;2008-02-02 13:30:58.000;"8554"
39.86716;116.35408;2008-02-02 13:30:58.000;"9109"
39.90484;116.36838;2008-02-02 13:30:59.000;"6275"
39.88371;116.29443;2008-02-02 13:30:59.000;"950"
39.98037;116.35279;2008-02-02 13:30:59.000;"6211"
39.95873;116.45998;2008-02-02 13:30:59.000;"7630"
39.89005;116.31998;2008-02-02 13:30:59.000;"8662"
39.89454;116.31412;2008-02-02 13:30:59.000;"1277"
39.86964;116.45847;2008-02-02 13:30:59.000;"1131"
39.98679;116.45087;2008-02-02 13:30:59.000;"2669"
39.90653;116.3155;2008-02-02 13:30:59.000;"2240"
39.87897;116.46162;2008-02-02 13:30:59.000;"1578"
39.8985;116.35588;2008-02-02 13:30:59.000;"10159"
39.91563;116.35832;2008-02-02 13:31:00.000;"7193"
39.90225;116.40051;2008-02-02 13:31:00.000;"3579"
39.90484;116.36838;2008-02-02 13:31:00.000;"6275"
39.89176;116.41009;2008-02-02 13:31:00.000;"3015"
39.92297;116.42767;2008-02-02 13:31:00.000;"7922"
39.98573;116.2936;2008-02-02 13:31:00.000;"5075"
39.97213;116.34242;2008-02-02 13:31:01.000;"1557"
39.90218;116.40053;2008-02-02 13:31:01.000;"3579"
39.90484;116.36838;2008-02-02 13:31:01.000;"6275"
39.88827;116.33153;2008-02-02 13:31:01.000;"6665"
39.97475;116.33032;2008-02-02 13:31:01.000;"6810"
39.89803;116.47156;2008-02-02 13:31:01.000;"2560"
39.90213;116.40053;2008-02-02 13:31:02.000;"3579"
39.90484;116.36838;2008-02-02 13:31:02.000;"6275"
39.89176;116.41009;2008-02-02 13:31:02.000;"3015"
39.95873;116.45998;2008-02-02 13:31:02.000;"7630"
39.89818;116.35012;2008-02-02 13:31:02.000;"4798"
39.98788;116.41793;2008-02-02 13:31:03.000;"1747"
39.90722;116.4533;2008-02-02 13:31:03.000;"366"
39.90211;116.40052;2008-02-02 13:31:03.000;"3579"
39.90484;116.36838;2008-02-02 13:31:03.000;"6275"
39.89176;116.41009;2008-02-02 13:31:03.000;"3015"
39.90823;116.45556;2008-02-02 13:31:03.000;"5860"
39.91258;116.31495;2008-02-02 13:31:03.000;"8554"
39.84386;116.3945;2008-02-02 13:31:03.000;"8717"
39.86732;116.35522;2008-02-02 13:31:03.000;"9109"
39.90678;116.3156;2008-02-02 13:31:03.000;"2240"
39.95625;116.44045;2008-02-02 13:31:03.000;"6772"
39.9233;116.34705;2008-02-02 13:31:03.000;"8771"
39.90587;116.33403;2008-02-02 13:31:03.000;"7218"
39.88848;116.32603;2008-02-02 13:31:04.000;"8775"
39.90207;116.40052;2008-02-02 13:31:04.000;"3579"
39.90484;116.36838;2008-02-02 13:31:04.000;"6275"
39.88304;116.29459;2008-02-02 13:31:04.000;"950"
39.89176;116.41009;2008-02-02 13:31:04.000;"3015"
39.95713;116.28665;2008-02-02 13:31:04.000;"3799"
39.98036;116.3528;2008-02-02 13:31:04.000;"6211"
39.89007;116.32;2008-02-02 13:31:04.000;"8662"
39.89454;116.31412;2008-02-02 13:31:04.000;"1277"
39.9872;116.45115;2008-02-02 13:31:04.000;"2669"
39.86954;116.45852;2008-02-02 13:31:04.000;"1131"
39.87162;116.39232;2008-02-02 13:31:05.000;"1762"
39.90205;116.4005;2008-02-02 13:31:05.000;"3579"
39.90484;116.36838;2008-02-02 13:31:05.000;"6275"
39.89176;116.41009;2008-02-02 13:31:05.000;"3015"
39.98513;116.29365;2008-02-02 13:31:05.000;"5075"
39.97506;116.33088;2008-02-02 13:31:05.000;"7146"
39.88825;116.36848;2008-02-02 13:31:05.000;"1566"
39.87097;116.38824;2008-02-02 13:31:05.000;"4843"
39.83348;116.4393;2008-02-02 13:31:05.000;"6899"
39.93205;116.39862;2008-02-02 13:31:05.000;"9542"
39.96762;116.4121;2008-02-02 13:31:06.000;"5342"
39.95593;116.44058;2008-02-02 13:31:06.000;"6772"
39.95658;116.30284;2008-02-02 13:31:06.000;"10193"
39.98807;116.4179;2008-02-02 13:31:06.000;"1747"
39.90203;116.40049;2008-02-02 13:31:06.000;"3579"
39.90484;116.36838;2008-02-02 13:31:06.000;"6275"
39.86425;116.39328;2008-02-02 13:31:06.000;"1563"
39.8768;116.45852;2008-02-02 13:31:06.000;"534"
39.89176;116.41009;2008-02-02 13:31:06.000;"3015"
39.96482;116.48423;2008-02-02 13:31:06.000;"4990"
39.96715;116.3468;2008-02-02 13:31:06.000;"4549"
39.89722;116.41187;2008-02-02 13:31:06.000;"5894"
39.88827;116.33153;2008-02-02 13:31:06.000;"6665"
39.97458;116.33083;2008-02-02 13:31:06.000;"6810"
39.95873;116.45998;2008-02-02 13:31:06.000;"7630"
39.92248;116.42803;2008-02-02 13:31:06.000;"7922"
39.89814;116.47157;2008-02-02 13:31:06.000;"2560"
39.90201;116.40049;2008-02-02 13:31:07.000;"3579"
39.90484;116.36838;2008-02-02 13:31:07.000;"6275"
39.92163;116.32633;2008-02-02 13:31:07.000;"1466"
39.89176;116.41009;2008-02-02 13:31:07.000;"3015"
39.9572;116.2867;2008-02-02 13:31:07.000;"3799"
39.84423;116.39458;2008-02-02 13:31:07.000;"8717"
39.89768;116.34975;2008-02-02 13:31:07.000;"4798"
39.90198;116.40049;2008-02-02 13:31:08.000;"3579"
39.90484;116.36838;2008-02-02 13:31:08.000;"6275"
39.90722;116.45327;2008-02-02 13:31:08.000;"366"
39.89176;116.41009;2008-02-02 13:31:08.000;"3015"
39.90823;116.45556;2008-02-02 13:31:08.000;"5860"
39.9151;116.31498;2008-02-02 13:31:08.000;"8554"
39.86747;116.35633;2008-02-02 13:31:08.000;"9109"
39.82843;116.28075;2008-02-02 13:31:08.000;"6787"
39.98722;116.47148;2008-02-02 13:31:08.000;"7376"
39.86672;116.4712;2008-02-02 13:31:09.000;"1350"
39.95578;116.44038;2008-02-02 13:31:09.000;"6772"
39.90484;116.36838;2008-02-02 13:31:09.000;"6275"
39.88303;116.29459;2008-02-02 13:31:09.000;"950"
39.9672;116.34695;2008-02-02 13:31:09.000;"4549"
39.8972;116.41177;2008-02-02 13:31:09.000;"5894"
39.8972;116.41177;2008-02-02 13:31:09.000;"5894"
39.98037;116.3528;2008-02-02 13:31:09.000;"6211"
39.89008;116.32;2008-02-02 13:31:09.000;"8662"
39.89454;116.31412;2008-02-02 13:31:09.000;"1277"
39.98728;116.45138;2008-02-02 13:31:09.000;"2669"
39.86955;116.45851;2008-02-02 13:31:09.000;"1131"
39.90192;116.40048;2008-02-02 13:31:10.000;"3579"
39.90484;116.36838;2008-02-02 13:31:10.000;"6275"
39.92163;116.32655;2008-02-02 13:31:10.000;"1466"
39.86407;116.39338;2008-02-02 13:31:10.000;"1563"
39.89947;116.45525;2008-02-02 13:31:10.000;"4867"
39.95735;116.28665;2008-02-02 13:31:10.000;"3799"
39.95873;116.45998;2008-02-02 13:31:10.000;"7630"
39.92253;116.42832;2008-02-02 13:31:10.000;"7922"
39.98454;116.29373;2008-02-02 13:31:10.000;"5075"
39.923;116.30258;2008-02-02 13:31:10.000;"9206"
39.91913;116.36728;2008-02-02 13:31:10.000;"799"
39.9046;116.42063;2008-02-02 13:31:10.000;"8065"
39.9674;116.39467;2008-02-02 13:31:11.000;"1776"
39.983;116.29458;2008-02-02 13:31:11.000;"8822"
39.98712;116.47135;2008-02-02 13:31:11.000;"7376"
39.90189;116.40048;2008-02-02 13:31:11.000;"3579"
39.90484;116.36838;2008-02-02 13:31:11.000;"6275"
39.89176;116.41009;2008-02-02 13:31:11.000;"3015"
39.8883;116.33152;2008-02-02 13:31:11.000;"6665"
39.9813;116.3879;2008-02-02 13:31:11.000;"6814"
39.89818;116.47158;2008-02-02 13:31:11.000;"2560"
39.89232;116.32287;2008-02-02 13:31:12.000;"1971"
39.90184;116.40047;2008-02-02 13:31:12.000;"3579"
39.95005;116.39392;2008-02-02 13:31:12.000;"2126"
39.90484;116.36838;2008-02-02 13:31:12.000;"6275"
39.89176;116.41009;2008-02-02 13:31:12.000;"3015"
39.8973;116.34917;2008-02-02 13:31:12.000;"4798"
39.89197;116.31677;2008-02-02 13:31:12.000;"8823"
39.9042;116.3573;2008-02-02 13:31:12.000;"8110"
39.96747;116.4124;2008-02-02 13:31:12.000;"5342"
39.93559;116.34918;2008-02-02 13:31:12.000;"6970"
39.83372;116.43833;2008-02-02 13:31:13.000;"6899"
39.95565;116.44033;2008-02-02 13:31:13.000;"6772"
39.91642;116.3584;2008-02-02 13:31:13.000;"7193"
39.91905;116.36728;2008-02-02 13:31:13.000;"799"
39.90457;116.42072;2008-02-02 13:31:13.000;"8065"
39.90181;116.40045;2008-02-02 13:31:13.000;"3579"
39.9683;116.46272;2008-02-02 13:31:13.000;"2487"
39.90484;116.36838;2008-02-02 13:31:13.000;"6275"
39.864;116.39363;2008-02-02 13:31:13.000;"1563"
39.89176;116.41009;2008-02-02 13:31:13.000;"3015"
39.89925;116.45522;2008-02-02 13:31:13.000;"4867"
39.90725;116.4532;2008-02-02 13:31:13.000;"366"
39.90823;116.45556;2008-02-02 13:31:13.000;"5860"
39.92295;116.30237;2008-02-02 13:31:13.000;"9206"
39.90666;116.41197;2008-02-02 13:31:13.000;"9580"
39.92238;116.315;2008-02-02 13:31:13.000;"8554"
39.84501;116.39454;2008-02-02 13:31:13.000;"8717"
39.90355;116.42811;2008-02-02 13:31:13.000;"9948"
39.86763;116.3573;2008-02-02 13:31:13.000;"9109"
39.90178;116.40045;2008-02-02 13:31:14.000;"3579"
39.90484;116.36838;2008-02-02 13:31:14.000;"6275"
39.88303;116.29459;2008-02-02 13:31:14.000;"950"
39.89176;116.41008;2008-02-02 13:31:14.000;"3015"
39.98038;116.3528;2008-02-02 13:31:14.000;"6211"
39.89009;116.32;2008-02-02 13:31:14.000;"8662"
39.89454;116.31412;2008-02-02 13:31:14.000;"1277"
39.9873;116.45188;2008-02-02 13:31:14.000;"2669"
39.86956;116.45851;2008-02-02 13:31:14.000;"1131"
39.84441;116.41501;2008-02-02 13:31:14.000;"10030"
39.90585;116.33402;2008-02-02 13:31:15.000;"7218"
39.90173;116.40045;2008-02-02 13:31:15.000;"3579"
39.90484;116.36838;2008-02-02 13:31:15.000;"6275"
39.89176;116.41008;2008-02-02 13:31:15.000;"3015"
39.96708;116.34723;2008-02-02 13:31:15.000;"4549"
39.89595;116.29497;2008-02-02 13:31:15.000;"3961"
39.95873;116.45998;2008-02-02 13:31:15.000;"7630"
39.98395;116.29383;2008-02-02 13:31:15.000;"5075"
39.975;116.33179;2008-02-02 13:31:15.000;"7146"
39.90167;116.40046;2008-02-02 13:31:16.000;"3579"
39.96828;116.46327;2008-02-02 13:31:16.000;"2487"
39.90484;116.36838;2008-02-02 13:31:16.000;"6275"
39.89176;116.41007;2008-02-02 13:31:16.000;"3015"
39.88836;116.33148;2008-02-02 13:31:16.000;"6665"
39.93317;116.42645;2008-02-02 13:31:16.000;"8463"
39.89821;116.47158;2008-02-02 13:31:16.000;"2560"
39.88768;116.36163;2008-02-02 13:31:16.000;"7224"
39.89925;116.47168;2008-02-02 13:31:16.000;"1320"
39.83362;116.4382;2008-02-02 13:31:16.000;"6899"
39.95552;116.44018;2008-02-02 13:31:16.000;"6772"
39.98332;116.29497;2008-02-02 13:31:16.000;"8822"
39.96268;116.44192;2008-02-02 13:31:17.000;"6274"
39.9016;116.40046;2008-02-02 13:31:17.000;"3579"
39.90484;116.36838;2008-02-02 13:31:17.000;"6275"
39.9058;116.2934;2008-02-02 13:31:17.000;"2313"
39.95873;116.45998;2008-02-02 13:31:17.000;"7630"
39.9227;116.42895;2008-02-02 13:31:17.000;"7922"
39.84555;116.39453;2008-02-02 13:31:17.000;"8717"
39.8971;116.34844;2008-02-02 13:31:17.000;"4798"
39.90151;116.40046;2008-02-02 13:31:18.000;"3579"
39.85325;116.40227;2008-02-02 13:31:18.000;"34"
39.90484;116.36838;2008-02-02 13:31:18.000;"6275"
39.9569;116.4848;2008-02-02 13:31:18.000;"2193"
39.86397;116.39412;2008-02-02 13:31:18.000;"1563"
39.89442;116.45555;2008-02-02 13:31:18.000;"3872"
39.90823;116.45556;2008-02-02 13:31:18.000;"5860"
39.9076;116.45309;2008-02-02 13:31:18.000;"366"
39.8863;116.315;2008-02-02 13:31:18.000;"8554"
39.86778;116.35822;2008-02-02 13:31:18.000;"9109"
39.9011;116.40348;2008-02-02 13:31:18.000;"5332"
39.98707;116.47107;2008-02-02 13:31:19.000;"7376"
39.96093;116.44035;2008-02-02 13:31:19.000;"2450"
39.90144;116.40046;2008-02-02 13:31:19.000;"3579"
39.90484;116.36838;2008-02-02 13:31:19.000;"6275"
39.88302;116.29459;2008-02-02 13:31:19.000;"950"
39.89175;116.41001;2008-02-02 13:31:19.000;"3015"
39.97447;116.36377;2008-02-02 13:31:19.000;"4819"
39.98038;116.3528;2008-02-02 13:31:19.000;"6211"
39.93325;116.4265;2008-02-02 13:31:19.000;"8463"
39.89007;116.31999;2008-02-02 13:31:19.000;"8662"
39.89454;116.31412;2008-02-02 13:31:19.000;"1277"
39.98735;116.4524;2008-02-02 13:31:19.000;"2669"
39.89212;116.3223;2008-02-02 13:31:20.000;"1971"
39.90135;116.40047;2008-02-02 13:31:20.000;"3579"
39.96853;116.4637;2008-02-02 13:31:20.000;"2487"
39.90484;116.36838;2008-02-02 13:31:20.000;"6275"
39.92158;116.32718;2008-02-02 13:31:20.000;"1466"
39.89174;116.40997;2008-02-02 13:31:20.000;"3015"
39.88537;116.42453;2008-02-02 13:31:20.000;"5478"
39.91187;116.4028;2008-02-02 13:31:20.000;"8001"
39.97477;116.33184;2008-02-02 13:31:20.000;"7146"
39.9583;116.42753;2008-02-02 13:31:20.000;"10191"
39.96258;116.44197;2008-02-02 13:31:20.000;"6274"
39.96737;116.3946;2008-02-02 13:31:20.000;"1776"
39.91415;116.41465;2008-02-02 13:31:21.000;"845"
39.9835;116.29553;2008-02-02 13:31:21.000;"8822"
39.90452;116.42083;2008-02-02 13:31:21.000;"8065"
39.90128;116.40047;2008-02-02 13:31:21.000;"3579"
39.90484;116.36838;2008-02-02 13:31:21.000;"6275"
39.9511;116.35753;2008-02-02 13:31:21.000;"4582"
39.8768;116.45852;2008-02-02 13:31:21.000;"534"
39.89173;116.40992;2008-02-02 13:31:21.000;"3015"
39.89683;116.41182;2008-02-02 13:31:21.000;"5894"
39.88838;116.33148;2008-02-02 13:31:21.000;"6665"
39.95873;116.45998;2008-02-02 13:31:21.000;"7630"
39.89826;116.47158;2008-02-02 13:31:21.000;"2560"
39.93628;116.41074;2008-02-02 13:31:21.000;"9949"
39.961;116.44042;2008-02-02 13:31:22.000;"2450"
39.90121;116.40046;2008-02-02 13:31:22.000;"3579"
39.90121;116.40046;2008-02-02 13:31:22.000;"3579"
39.90484;116.36838;2008-02-02 13:31:22.000;"6275"
39.89172;116.40986;2008-02-02 13:31:22.000;"3015"
39.897;116.34768;2008-02-02 13:31:22.000;"4798"
39.93732;116.35842;2008-02-02 13:31:22.000;"4418"
39.96745;116.41255;2008-02-02 13:31:23.000;"5342"
39.96253;116.44197;2008-02-02 13:31:23.000;"6274"
39.9077;116.453;2008-02-02 13:31:23.000;"366"
39.90115;116.40045;2008-02-02 13:31:23.000;"3579"
39.96858;116.46377;2008-02-02 13:31:23.000;"2487"
39.90484;116.36838;2008-02-02 13:31:23.000;"6275"
39.90942;116.4075;2008-02-02 13:31:23.000;"3512"
39.86398;116.39445;2008-02-02 13:31:23.000;"1563"
39.89172;116.4098;2008-02-02 13:31:23.000;"3015"
39.90823;116.45556;2008-02-02 13:31:23.000;"5860"
39.95873;116.45998;2008-02-02 13:31:23.000;"7630"
39.90205;116.31501;2008-02-02 13:31:23.000;"8554"
39.86794;116.35918;2008-02-02 13:31:23.000;"9109"
39.97212;116.34457;2008-02-02 13:31:24.000;"1557"
39.90108;116.40044;2008-02-02 13:31:24.000;"3579"
39.94678;116.304;2008-02-02 13:31:24.000;"2331"
39.90484;116.36838;2008-02-02 13:31:24.000;"6275"
39.88302;116.29459;2008-02-02 13:31:24.000;"950"
39.89172;116.40972;2008-02-02 13:31:24.000;"3015"
39.97458;116.36375;2008-02-02 13:31:24.000;"4819"
39.8854;116.42427;2008-02-02 13:31:24.000;"5478"
39.98039;116.3528;2008-02-02 13:31:24.000;"6211"
39.89005;116.32;2008-02-02 13:31:24.000;"8662"
39.92295;116.42945;2008-02-02 13:31:24.000;"7922"
39.89776;116.47164;2008-02-02 13:31:24.000;"9578"
39.89454;116.31412;2008-02-02 13:31:24.000;"1277"
39.98749;116.45291;2008-02-02 13:31:24.000;"2669"
39.86954;116.45859;2008-02-02 13:31:24.000;"1131"
39.89615;116.30647;2008-02-02 13:31:24.000;"8568"
39.96735;116.39445;2008-02-02 13:31:24.000;"1776"
39.89962;116.2961;2008-02-02 13:31:25.000;"8863"
39.8921;116.32205;2008-02-02 13:31:25.000;"1971"
39.96098;116.44032;2008-02-02 13:31:25.000;"2450"
39.90102;116.40046;2008-02-02 13:31:25.000;"3579"
39.95118;116.394;2008-02-02 13:31:25.000;"2126"
39.90484;116.36838;2008-02-02 13:31:25.000;"6275"
39.95675;116.48428;2008-02-02 13:31:25.000;"2193"
39.89172;116.40964;2008-02-02 13:31:25.000;"3015"
39.9746;116.33184;2008-02-02 13:31:25.000;"7146"
39.85963;116.3809;2008-02-02 13:31:25.000;"8652"
39.90095;116.40048;2008-02-02 13:31:26.000;"3579"
39.90484;116.36838;2008-02-02 13:31:26.000;"6275"
39.89171;116.40955;2008-02-02 13:31:26.000;"3015"
39.98445;116.38123;2008-02-02 13:31:26.000;"2486"
39.89455;116.45553;2008-02-02 13:31:26.000;"3872"
39.88838;116.33149;2008-02-02 13:31:26.000;"6665"
39.95873;116.45998;2008-02-02 13:31:26.000;"7630"
39.89829;116.47158;2008-02-02 13:31:26.000;"2560"
39.89818;116.4555;2008-02-02 13:31:26.000;"6883"
39.90585;116.33433;2008-02-02 13:31:27.000;"7218"
39.90593;116.3781;2008-02-02 13:31:27.000;"7993"
39.97208;116.34475;2008-02-02 13:31:27.000;"1557"
39.90087;116.4005;2008-02-02 13:31:27.000;"3579"
39.90484;116.36838;2008-02-02 13:31:27.000;"6275"
39.89171;116.40946;2008-02-02 13:31:27.000;"3015"
39.88542;116.42418;2008-02-02 13:31:27.000;"5478"
39.8467;116.39454;2008-02-02 13:31:27.000;"8717"
39.91746;116.4116;2008-02-02 13:31:27.000;"9950"
39.89698;116.34727;2008-02-02 13:31:27.000;"4798"
39.90079;116.40051;2008-02-02 13:31:28.000;"3579"
39.96803;116.46395;2008-02-02 13:31:28.000;"2487"
39.90484;116.36838;2008-02-02 13:31:28.000;"6275"
39.9076;116.45281;2008-02-02 13:31:28.000;"366"
39.95667;116.48398;2008-02-02 13:31:28.000;"2193"
39.89171;116.40937;2008-02-02 13:31:28.000;"3015"
39.90823;116.45556;2008-02-02 13:31:28.000;"5860"
39.95818;116.45848;2008-02-02 13:31:28.000;"5316"
39.91997;116.31507;2008-02-02 13:31:28.000;"8554"
39.86811;116.36017;2008-02-02 13:31:28.000;"9109"
39.91447;116.47238;2008-02-02 13:31:28.000;"8728"
39.90427;116.42085;2008-02-02 13:31:28.000;"8065"
39.95498;116.4394;2008-02-02 13:31:28.000;"6772"
39.83283;116.43773;2008-02-02 13:31:29.000;"6899"
39.85775;116.43343;2008-02-02 13:31:29.000;"6286"
39.98973;116.4178;2008-02-02 13:31:29.000;"1747"
39.96583;116.4343;2008-02-02 13:31:29.000;"1935"
39.8695;116.45867;2008-02-02 13:31:29.000;"1131"
39.90071;116.40052;2008-02-02 13:31:29.000;"3579"
39.90484;116.36838;2008-02-02 13:31:29.000;"6275"
39.88303;116.29459;2008-02-02 13:31:29.000;"950"
39.98039;116.3528;2008-02-02 13:31:29.000;"6211"
39.89004;116.32002;2008-02-02 13:31:29.000;"8662"
39.89454;116.31412;2008-02-02 13:31:29.000;"1277"
39.9875;116.45361;2008-02-02 13:31:29.000;"2669"
39.90063;116.40053;2008-02-02 13:31:30.000;"3579"
39.90484;116.36838;2008-02-02 13:31:30.000;"6275"
39.95873;116.45998;2008-02-02 13:31:30.000;"7630"
39.98235;116.2936;2008-02-02 13:31:30.000;"5075"
39.97448;116.33183;2008-02-02 13:31:30.000;"7146"
39.90958;116.31557;2008-02-02 13:31:30.000;"2240"
39.93185;116.40242;2008-02-02 13:31:30.000;"825"
39.95835;116.42741;2008-02-02 13:31:30.000;"10191"
39.90587;116.33432;2008-02-02 13:31:30.000;"7218"
39.96743;116.41305;2008-02-02 13:31:30.000;"5342"
39.92238;116.39693;2008-02-02 13:31:31.000;"4440"
39.95488;116.43922;2008-02-02 13:31:31.000;"6772"
39.90112;116.40483;2008-02-02 13:31:31.000;"5332"
39.90055;116.40053;2008-02-02 13:31:31.000;"3579"
39.96798;116.46423;2008-02-02 13:31:31.000;"2487"
39.90484;116.36838;2008-02-02 13:31:31.000;"6275"
39.89873;116.28082;2008-02-02 13:31:31.000;"4346"
39.86385;116.39472;2008-02-02 13:31:31.000;"1563"
39.96441;116.45623;2008-02-02 13:31:31.000;"6464"
39.88836;116.33156;2008-02-02 13:31:31.000;"6665"
39.89831;116.47158;2008-02-02 13:31:31.000;"2560"
39.90047;116.40054;2008-02-02 13:31:32.000;"3579"
39.90484;116.36838;2008-02-02 13:31:32.000;"6275"
